student_id,name,email,phone_number,gender,age,attendance_rate,study_hours_per_day,past_failures,family_income,scholarship,specialization,cgpa,clinical_score,hospital_hours,dropout_status
STU_875093,Ekalinga Misra,udugal@example.org,+917311794458,Female,19,94.5,3.4,0,Medium,No,General,6.72,91,19,0
STU_210510,Udarsh Arya,eaggarwal@example.org,+917854527152,Male,19,86.9,4.2,0,Medium,No,Dental,9.6,55,22,0
STU_164198,Adweta Dora,kaladaksh@example.com,+916142131691,Female,18,92.1,0.9,0,High,Yes,Dental,8.42,94,40,0
STU_789651,Abdul Prabhakar,gunbirradhakrishnan@example.org,+918103377857,Female,20,84.3,4.1,0,Medium,Yes,General,7.37,90,26,0
STU_475905,Dhriti Rai,chakrikamajumdar@example.net,+916447347462,Female,18,82.0,4.7,1,High,No,Dental,7.47,89,0,1
STU_846320,Gabriel Kumer,kalajai@example.org,+919143382879,Female,22,97.1,4.4,0,High,Yes,General,8.32,48,43,1
STU_217181,Qabil Sheth,saanvimani@example.net,+918295537111,Male,19,80.2,8.0,0,High,No,Dental,7.52,63,14,0
STU_462156,Naksh Gandhi,dchaudhry@example.org,+919650686123,Male,22,87.0,4.2,1,Medium,No,General,8.23,65,45,1
STU_154457,Oni Dave,jdhar@example.net,+919790394443,Female,21,66.3,3.3,0,High,No,Dental,7.73,62,46,1
STU_824563,Kevin Raval,upadhyayethan@example.org,+916174354340,Female,21,89.4,0.9,1,Medium,No,General,7.78,54,48,0
STU_461530,Laksh Sankar,devanshvirk@example.org,+919488932936,Male,23,87.7,3.1,0,Medium,No,General,7.1,34,11,0
STU_231544,Manya Oommen,grewalanika@example.org,+918595093877,Female,19,85.3,3.3,0,Medium,No,General,7.09,84,1,0
STU_842573,Mugdha Dhillon,daksha75@example.net,+916626987520,Male,23,84.8,4.7,0,Medium,No,Dental,7.88,64,36,0
STU_370179,Bahadurjit Sarin,purohityoshita@example.net,+919721681722,Female,22,80.8,10.5,1,High,No,General,9.07,33,42,0
STU_628803,Kamya Ranganathan,ekalinga26@example.org,+916376637390,Male,18,94.2,11.9,0,Medium,No,General,5.74,83,1,0
STU_669306,Daksha Parmar,gabriel21@example.net,+918957543925,Male,19,81.5,6.9,1,Medium,No,General,6.23,48,30,0
STU_808866,Leela Goyal,bhallagabriel@example.org,+916977872467,Male,19,65.0,2.8,0,Medium,No,General,7.9,80,7,0
STU_262145,Forum Mander,yutikatailor@example.org,+918081694161,Male,19,85.2,7.7,0,Low,No,Dental,6.83,38,40,0
STU_880124,Chatura Wagle,jairajtalwar@example.com,+918416639937,Male,21,89.2,2.7,1,Low,No,Dental,6.05,89,45,0
STU_370540,Aarush Ramaswamy,ygoswami@example.com,+918418620008,Male,23,90.5,3.2,1,Low,No,Dental,7.45,70,25,1
STU_903807,Upasna Bahl,gilljatin@example.net,+918524263635,Male,23,78.6,1.4,0,High,No,Dental,7.46,77,46,1
STU_573199,Tara Doshi,farajmorar@example.org,+918093131797,Female,22,99.4,4.7,0,Medium,No,Dental,7.76,69,21,0
STU_957120,Unnati Ranganathan,lallqarin@example.org,+916148264901,Male,20,77.3,0.7,0,High,No,General,7.56,69,17,0
STU_226461,Anya Das,nachiket02@example.net,+919070552394,Female,22,97.7,3.7,0,Medium,No,General,6.07,48,27,1
STU_624313,Zayyan Chakrabarti,deshpandeaadi@example.net,+918313422429,Male,20,72.2,3.0,0,Low,Yes,Dental,7.12,34,23,1
STU_757483,Aradhana Sane,oscar05@example.com,+918901028792,Male,22,73.9,2.7,2,High,No,General,5.57,55,38,1
STU_535072,Krisha Goda,ksarin@example.net,+918710198510,Female,23,91.6,5.6,0,Medium,No,General,6.26,78,33,0
STU_172789,Aarush Bhavsar,krishnamurthyfaraj@example.net,+919807985901,Male,18,91.4,5.7,1,Low,No,Dental,6.94,48,17,0
STU_358387,Chaitaly Dewan,girindraprabhakar@example.com,+916445397983,Male,18,72.6,4.3,1,Medium,Yes,General,6.85,63,0,0
STU_257774,Lila Goyal,adar@example.com,+916578439141,Male,20,95.0,3.9,1,High,No,General,6.62,30,48,1
STU_159233,Radhika Parmar,ekanshnair@example.com,+919693713161,Male,23,73.1,3.1,0,High,No,General,7.42,90,13,0
STU_603355,Umang Bal,menonvyanjana@example.net,+919342645059,Male,20,74.5,4.2,0,Low,Yes,Dental,6.67,56,13,1
STU_595414,Adweta Kala,bjha@example.com,+918816391820,Male,18,93.1,6.8,0,Medium,No,General,8.63,43,8,1
STU_827590,Neel Bala,siyalall@example.com,+916217676091,Male,21,87.7,0.8,0,High,No,Dental,7.88,42,15,1
STU_838916,Harsh Bhattacharyya,krishnabhasin@example.com,+916249117301,Female,21,67.7,6.0,0,Medium,No,General,9.89,63,5,0
STU_862522,Falak Choudhry,olad@example.org,+919734723980,Male,19,82.6,5.2,0,High,No,General,6.83,34,38,1
STU_144798,Panini Pradhan,bumbchaitanya@example.org,+917473080778,Female,22,89.5,6.9,0,High,No,Dental,6.42,75,15,0
STU_762330,Yutika Butala,usanghvi@example.com,+916668161254,Female,22,82.3,3.7,0,High,No,General,7.48,40,3,1
STU_486952,Vasatika Chadha,rkarpe@example.net,+918920669055,Male,19,87.7,5.9,0,High,No,Dental,8.03,45,10,1
STU_747042,Upasna Pal,bmukherjee@example.org,+919188119677,Male,19,77.8,14.0,1,High,No,General,5.06,76,20,1
STU_217374,Max Chopra,gparekh@example.com,+917111256825,Female,23,79.0,6.5,0,Medium,Yes,General,8.11,74,18,0
STU_898762,Vedika Sinha,chandreshmadan@example.net,+917763074273,Female,20,96.9,5.4,0,High,No,Dental,7.75,77,15,0
STU_709672,Rachit Mitter,khalsazilmil@example.com,+919548099965,Male,18,90.7,1.8,0,Medium,No,General,5.89,38,44,1
STU_198798,Triveni Loke,cbanerjee@example.com,+919914586726,Female,21,77.4,3.3,0,Low,No,General,8.0,70,34,0
STU_928615,Ikbal Pai,chadabarkha@example.net,+917985862479,Female,23,90.0,6.1,0,Low,No,General,7.37,44,47,0
STU_345396,Ishita Seth,anya38@example.com,+919168763371,Male,18,77.5,10.1,2,Low,Yes,Dental,8.39,61,37,1
STU_722937,Rachita Nanda,nirja10@example.net,+919880372702,Female,21,64.4,7.5,0,High,No,Dental,7.18,61,15,0
STU_721350,Panini Singhal,yauvaniwarrior@example.org,+917174329914,Female,22,75.3,3.3,0,High,No,Dental,6.74,86,20,0
STU_884140,Shravya Ramesh,vinayabora@example.org,+917654173772,Female,18,82.9,6.6,0,Medium,No,General,8.79,34,43,0
STU_450130,Chaitanya Deo,yohannannoah@example.com,+918932742473,Male,18,80.4,6.4,0,High,No,Dental,7.43,43,48,0
STU_894061,Maanav Raghavan,sandalaarna@example.net,+919141168117,Male,19,93.1,1.9,0,Medium,No,Dental,8.31,86,19,0
STU_497876,Viraj Sen,yashasvi52@example.com,+919301178600,Male,19,79.1,9.1,0,High,No,Dental,5.66,69,16,0
STU_163698,Agastya Date,indiraraju@example.com,+918856639725,Female,19,90.3,1.8,0,Low,No,Dental,10.0,69,47,0
STU_264387,Omkaar Dyal,mekhala02@example.com,+917269501942,Female,23,77.3,7.2,0,High,Yes,Dental,9.09,97,26,0
STU_996077,Yatan Ahluwalia,vidhi71@example.net,+919020161944,Female,22,83.6,3.8,1,Low,No,Dental,7.35,76,3,1
STU_732067,Oscar Sarna,hbava@example.com,+917666524601,Female,22,95.4,2.3,0,Low,No,Dental,5.86,95,22,0
STU_758962,Adya Singhal,aggarwalqadim@example.org,+918448565680,Male,21,72.9,2.9,0,Medium,No,General,8.26,36,43,0
STU_116372,Ekansh Padmanabhan,noah45@example.com,+916377314939,Female,19,94.5,3.5,0,Medium,No,General,7.28,99,43,0
STU_483044,Zilmil Issac,riyachawla@example.net,+917500054336,Male,20,64.7,5.5,0,High,No,Dental,8.26,86,27,0
STU_958563,Vincent Mohan,charvi80@example.org,+916419611155,Female,22,93.4,4.0,0,Medium,No,Dental,7.97,41,1,1
STU_451813,Shivani Palan,saranladli@example.com,+917608854368,Female,18,76.6,4.7,2,Low,No,Dental,6.46,34,45,1
STU_227664,Hitesh Sule,anusha33@example.com,+917856237809,Female,19,89.9,2.4,0,Medium,No,General,7.09,44,3,1
STU_595308,Charita Varughese,bhavikaiyer@example.org,+918155717696,Male,19,80.0,4.2,0,High,No,Dental,5.0,67,2,0
STU_367767,Atharv Dugar,zansi98@example.org,+918573066026,Female,23,79.1,5.0,0,Medium,No,Dental,9.52,43,18,1
STU_404345,Devika Peri,aaurora@example.net,+918036990906,Male,18,93.5,8.8,0,Medium,No,General,7.22,40,30,0
STU_875904,Janaki Ramakrishnan,doraadya@example.org,+917877680476,Male,20,93.2,2.0,0,Medium,No,General,7.08,69,20,0
STU_398158,Jonathan Mane,sarthakdar@example.com,+917848085285,Male,19,58.7,1.4,0,High,No,Dental,8.17,70,5,1
STU_868827,Falguni Dasgupta,knarayanan@example.net,+916752918932,Male,18,86.9,6.5,0,Medium,Yes,Dental,6.12,81,42,0
STU_724928,Harsh Hari,shuklajhalak@example.net,+919328437575,Male,18,79.5,4.3,0,Medium,No,General,7.62,42,48,0
STU_864368,Dipta Bava,reyanshmohan@example.org,+918638249022,Male,21,95.6,6.3,1,Low,No,General,7.88,48,15,0
STU_193336,Adweta Sankaran,gaurangizachariah@example.com,+916481585974,Female,21,93.4,3.6,1,Medium,No,Dental,5.91,59,9,0
STU_215952,Yutika Pant,nsamra@example.com,+916597759509,Female,18,58.6,6.6,0,Medium,No,General,7.82,40,40,1
STU_332063,Avni Natarajan,gargcaleb@example.net,+918800256839,Female,21,93.4,4.1,1,Low,No,General,5.83,99,11,1
STU_549091,Dayamai Bawa,varsha39@example.net,+919066469933,Female,18,70.4,9.8,0,Low,No,Dental,8.64,60,19,0
STU_266627,Siddharth Gala,lilanath@example.net,+917649238411,Female,20,81.9,1.0,0,Medium,No,Dental,7.57,64,21,0
STU_131259,Tanvi Chad,kotahritik@example.org,+919054836903,Male,18,71.0,7.9,1,High,No,General,7.2,53,47,0
STU_530291,Dhruv Sarin,ibuch@example.net,+919763804817,Female,19,90.1,2.7,1,Medium,No,Dental,8.61,64,34,1
STU_464016,Rajeshri Goyal,lipika72@example.org,+916038976601,Female,18,85.2,3.7,1,High,No,Dental,5.83,50,45,1
STU_616003,Banjeet Sandal,simonvig@example.com,+918993037781,Female,19,85.1,2.6,1,Medium,Yes,General,7.21,48,1,1
STU_574088,Naksh Kara,anarayanan@example.com,+916035244279,Female,21,62.0,3.9,0,Low,No,General,7.23,59,27,1
STU_776011,Eiravati Biswas,sanewahab@example.com,+918703891332,Female,22,79.9,3.6,1,High,No,General,5.39,80,4,0
STU_260406,Sneha Bhavsar,vansha96@example.com,+919645875388,Female,22,80.0,6.7,1,Medium,No,General,7.56,80,16,0
STU_319367,Tamanna Dora,janakikata@example.org,+917523618559,Female,23,78.0,3.2,0,Medium,No,Dental,6.51,69,3,1
STU_948839,Omisha Kari,raghavananirudh@example.org,+916978939434,Male,19,82.1,7.7,0,High,No,Dental,6.33,66,5,0
STU_801997,Jonathan Sandal,yatinratti@example.net,+917910895452,Female,21,86.5,4.6,0,Medium,No,Dental,7.11,81,44,0
STU_324024,Janani Gala,qsampath@example.com,+917996224664,Male,19,82.7,3.8,1,Low,No,Dental,6.22,53,39,0
STU_667522,Aradhana Panchal,sinhaom@example.com,+916698052977,Male,21,71.9,2.6,0,High,Yes,General,7.31,76,26,1
STU_606542,Triya Bir,hagrawal@example.org,+919959918325,Female,18,79.4,1.3,0,Medium,No,Dental,9.93,66,17,1
STU_733515,Darpan Mani,ebuch@example.com,+916135620321,Male,20,90.7,4.9,1,High,No,Dental,7.54,65,17,1
STU_147931,Nitesh Banerjee,munshihardik@example.org,+916508266491,Female,22,90.9,3.5,0,High,No,Dental,8.1,32,33,0
STU_755433,Sarthak Karnik,vasatikaramesh@example.com,+918843764080,Female,18,86.7,6.2,1,Low,No,Dental,7.76,68,22,0
STU_917930,Tejas Tak,chaudharykiaan@example.net,+918824283479,Female,23,95.2,8.1,1,Low,Yes,General,7.78,65,13,0
STU_610902,Pushti Suresh,ybhatia@example.net,+916671028780,Female,18,88.8,4.0,2,Medium,No,General,6.28,83,48,1
STU_843979,Netra Tara,karniknachiket@example.net,+918262950677,Female,22,92.4,4.9,0,Medium,No,Dental,8.18,52,48,1
STU_145136,Jagat Dewan,gautamichaudhuri@example.com,+919179873061,Male,21,91.7,8.5,0,Medium,Yes,Dental,6.11,37,43,0
STU_801276,Jagdish Din,aradhanataneja@example.org,+917283484728,Male,19,84.9,4.8,0,High,No,Dental,7.35,80,23,0
STU_410666,Ganga Pau,bdhar@example.com,+916670455715,Male,21,64.4,7.2,0,Low,No,Dental,7.9,88,23,0
STU_532704,Sarthak Barman,tripathiekansh@example.com,+919084746083,Male,20,69.8,4.9,0,Medium,No,Dental,6.74,35,5,0
STU_806190,Manbir Ramakrishnan,kashyapgirindra@example.net,+916652518951,Male,18,76.6,3.5,0,Medium,No,Dental,7.48,66,2,0
STU_131696,Vamakshi Balay,bhavinisavant@example.net,+916870349322,Male,21,90.0,2.6,0,Low,No,Dental,5.69,67,46,0
STU_303017,Nandini Hayer,ekalingapandit@example.org,+917077119921,Male,20,81.0,6.2,1,Medium,No,Dental,7.94,80,12,0
STU_693709,Watika Amble,lsami@example.org,+916117214854,Female,22,83.5,3.6,0,Low,No,Dental,6.94,43,25,1
STU_245091,Deepa Doctor,tanish15@example.com,+918300431305,Male,20,66.0,4.6,0,High,No,General,6.37,60,27,0
STU_861881,Yashoda Tandon,ekalingaissac@example.com,+917165889483,Female,23,85.4,2.7,0,Medium,No,General,6.41,94,44,0
STU_227177,Tara Rajan,jmann@example.com,+917616875138,Female,23,90.2,2.9,1,Low,No,General,8.17,30,9,0
STU_688923,Abdul Konda,carora@example.org,+917355588813,Female,21,86.1,3.3,0,Medium,Yes,Dental,6.81,93,20,0
STU_366645,Harini Sant,agastyashenoy@example.net,+918226378419,Male,19,83.4,3.1,0,Medium,No,General,6.8,65,36,0
STU_774203,Bhavna Agarwal,lmane@example.com,+917942100664,Female,21,73.0,7.2,0,High,No,Dental,7.47,71,28,0
STU_925839,Eshana Jhaveri,pillaidev@example.net,+916117202108,Male,20,89.2,2.5,0,Low,No,General,7.91,95,29,0
STU_826663,Agastya Desai,naksh31@example.net,+917947362784,Female,20,81.5,1.1,1,High,No,Dental,9.46,80,34,0
STU_963003,Lucky Sant,cbhagat@example.org,+916853106866,Male,18,98.5,5.8,1,High,No,Dental,6.95,94,11,0
STU_897041,Jeremiah Wable,aarnav07@example.com,+916200056178,Female,18,86.7,6.6,0,High,No,Dental,7.8,53,27,0
STU_901657,Netra Nath,vsavant@example.com,+916203035815,Female,18,94.1,1.8,0,Medium,No,General,8.51,49,22,0
STU_464464,Liam Oommen,warda43@example.com,+917225930672,Male,22,96.6,2.3,0,Low,Yes,General,7.08,83,45,0
